"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Similarity Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","HTTP Version","URL Encoded Address","Crawl Timestamp"
"https://www.squareone.ca/resource-centres/home-improvement/habits-that-shorten-the-life-of-your-washer-and-dryer","text/html; charset=UTF-8","200","OK","Indexable","","Habits That Shorten The Lifespan of Your Washer And Dryer | Square One","70","653","Washer and dryers are an expensive purchase when you’re a homeowner and you’ll want to use these appliances for as long as possible. Follow these tips and habits to make sure your washer and dryer can run smoothly for the long-term.","232","1462","","0","Habits that shorten the life of your washer and dryer","53","","0","General advice","14","Washer wear n’ tear: handy tips for washer longevity","52","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/resource-centres/home-improvement/habits-that-shorten-the-life-of-your-washer-and-dryer","","","","","","72049","1152","166","6.940","80.602","Easy","10.178","2","","17","15","0","5.730","45","37","0","7","7","0","","","","","41732d791c0d8d5aa2032ec4460825bf","1.048","","","","","1.1","https://www.squareone.ca/resource-centres/home-improvement/habits-that-shorten-the-life-of-your-washer-and-dryer","2023-05-24 14:53:04"
"https://www.squareone.ca/resource-centres/condo-owner/bill-141","text/html; charset=UTF-8","200","OK","Indexable","","Bill 141 in Quebec | Impact on Condo Owners | Square One","56","517","Learn about Quebec's Bill 141, which impacts syndicates and co-owners in Quebec, including what's inside the bill and what condo owners need to do.","147","921","","0","Getting to know Quebec’s Bill 141","33","","0","What is Bill 141?","17","What’s in the law?","18","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/resource-centres/condo-owner/bill-141","","","","","","73344","1243","172","7.227","75.765","Fairly Easy","10.952","2","","9","2","0","0.760","48","35","0","7","7","0","","","","","a690c895a3a41a9ea3220ab71bf88f3f","0.787","","","","","1.1","https://www.squareone.ca/resource-centres/condo-owner/bill-141","2023-05-24 14:53:04"
"https://www.squareone.ca/cancelling-a-policy","text/html; charset=UTF-8","200","OK","Indexable","","Cancelling a Policy | Square One","32","286","Learn how to can cancel your policy and what you expect during the process. Also, read how Square One can solve your most common concerns.","138","893","","0","Cancelling your policy","22","","0","“I found a cheaper policy”","26","“I’ve decided to move”","22","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/cancelling-a-policy","","","","","","52943","833","108","7.713","66.571","Normal","10.855","2","","3","3","0","1.150","27","24","0","5","5","0","","","","","ef09dac3b5ea8caf3c3694607e9f6082","0.890","","","","","1.1","https://www.squareone.ca/cancelling-a-policy","2023-05-24 14:53:05"
"https://www.squareone.ca/resource-centres/home-improvement/winterizing-your-home","text/html; charset=UTF-8","200","OK","Indexable","","[Guide] Winterizing Your Home | Pipes, Heat, Sidewalks and More | Square One","76","697","Your home should always be properly protected from the elements during the winter months. Here are some easy tips you can get started with that will help prevent pipes from freezing, heat from leaking and keeping others safe on the sidewalks.","242","1503","","0","How to winterize your home","26","","0","How to properly winterize your home","35","Keeping your sidewalks safe","27","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/resource-centres/home-improvement/winterizing-your-home","","","","","","85622","1952","258","7.566","76.893","Fairly Easy","13.989","2","","12","10","0","3.820","52","44","0","6","6","0","","","","","6c46d72621579697eccdc5e595784049","0.791","","","","","1.1","https://www.squareone.ca/resource-centres/home-improvement/winterizing-your-home","2023-05-24 14:53:05"
"https://www.squareone.ca/home/dwelling","text/html; charset=UTF-8","200","OK","Indexable","","Dwelling Insurance From $12/Month | Square One","46","442","For as little as $12/month, you can get personalized dwelling insurance from Square One. Get an online quote in 5 minutes or call 1.855.331.6933 to speak with a licensed agent.","176","1087","","0","dwelling insurance from $12/month","33","","0","Get an online dwelling insurance quote in 5 minutes.","52","dwelling insurance customers love and trust","43","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/home/dwelling","","","","","","86923","1668","268","6.224","81.124","Easy","11.780","2","","3","3","0","1.150","36","31","0","4","4","0","","","","","d9645ca3f1e8434ee89cb25134bb6b86","1.626","","","","","1.1","https://www.squareone.ca/home/dwelling","2023-05-24 14:53:04"
"https://www.squareone.ca/resource-centres/insurance-basics/water-damage","text/html; charset=UTF-8","200","OK","Indexable","","Insuring Against Water Damage | Coverage, Prevention and More | Square One","74","697","Water damage is a major cause of losses to homes and personal property. Learn what kind of insurance coverage you need to be properly protected, along with 10 tips on how to prevent water damage before it happens.","213","1349","","0","Is insurance available for water damage?","40","","0","The typical approach: home insurance and water damage","53","How does Square One cover water damage?","39","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/resource-centres/insurance-basics/water-damage","","","","","","76646","1542","202","7.634","60.611","Normal","13.181","2","","11","9","0","3.440","52","42","0","5","5","0","","","","","153b806c431479d81dc1a35e210d4832","1.021","","","","","1.1","https://www.squareone.ca/resource-centres/insurance-basics/water-damage","2023-05-24 14:53:05"
"https://www.squareone.ca/condo/bc/coquitlam","text/html; charset=UTF-8","200","OK","Indexable","","Condo Insurance In Coquitlam For About $40/Month | Square One","61","581","Buy condo insurance in Coquitlam from $40/month. Get a free online condo insurance quote in 5 minutes from Square One.","118","760","","0","Coquitlam condo insurance for about $40/month","45","","0","Get an online condo insurance quote in 5 minutes.","49","condo insurance customers love and trust","40","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/condo/bc/coquitlam","","","","","","88071","1693","272","6.224","80.388","Easy","11.802","2","","2","2","0","0.760","36","31","0","4","4","0","","","","","14469047cd9d5fc492a1f5d59e20a8aa","1.356","","","","","1.1","https://www.squareone.ca/condo/bc/coquitlam","2023-05-24 14:53:05"
"https://www.squareone.ca/resource-centres/home-personal-safety/preventing-water-damage","text/html; charset=UTF-8","200","OK","Indexable","","Preventing Water Damage | Kitchens, Bathrooms and Basements | Square One","72","699","Water damage can be a homeowner or renters worst nightmare. Whether you live in a condo or large house, these tips are quick to implement and can save thousands in potential damages should the unexpected happen.","211","1352","","0","Preventing water damage","23","","0","Preventative maintenance","24","Damage limitation","17","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/resource-centres/home-personal-safety/preventing-water-damage","","","","","","86788","2348","348","6.747","78.095","Fairly Easy","16.405","2","","9","7","0","2.670","54","45","0","6","6","0","","","","","9a6158ed168bffa36aa925c1ccb0ead1","0.832","","","","","1.1","https://www.squareone.ca/resource-centres/home-personal-safety/preventing-water-damage","2023-05-24 14:53:05"
"https://www.squareone.ca/affiliate-program","text/html; charset=UTF-8","200","OK","Indexable","","Home Insurance Affiliate Program (Canada) | Square One","54","511","Earn money from your website or blog by referring visitors to Square One for home insurance. Participants can earn up to $100 per referral using a customized link or widget. Sign up and become a Square One affiliate today.","222","1371","","0","Square One’s affiliate program","30","","0","What is the widget?","19","How do you get paid?","20","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/affiliate-program","","","","","","49673","354","44","8.045","72.247","Fairly Easy","5.630","2","","2","2","0","0.760","28","25","0","5","5","0","","","","","be9ce60854a9fac108aaf0e6528232dc","0.690","","","","","1.1","https://www.squareone.ca/affiliate-program","2023-05-24 14:53:06"
"https://www.squareone.ca/sales/images/icons/icon-write.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1603","0","","","","","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.027","Wed, 19 Apr 2023 02:39:37 GMT","","","","1.1","https://www.squareone.ca/sales/images/icons/icon-write.svg","2023-05-24 14:53:07"
"https://www.squareone.ca/quote-buy/underwriting-questions","text/html; charset=UTF-8","200","OK","Indexable","","Home Insurance Underwriting Questions | Square One","50","479","Common underwriting questions when getting a home, house, condo, apartment or tenant insurance quote from Square One.","117","772","","0","Underwriting questions","22","","0","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/quote-buy/underwriting-questions","","","","","","57427","1804","228","7.912","78.047","Fairly Easy","19.447","2","","1","1","0","0.380","35","32","0","4","4","0","","","","","c78f87a441acd0885b8431b424f73314","0.973","","","","","1.1","https://www.squareone.ca/quote-buy/underwriting-questions","2023-05-24 14:53:06"
"https://www.squareone.ca/resource-centres/insurance-basics/going-away-for-the-holidays","text/html; charset=UTF-8","200","OK","Indexable","","Theft Prevention Checklist | Square One","39","356","Here are some simple tips to protect your home and your belongings from theft and burglary.","91","572","","0","Your burglary prevention checklist","34","","0","Read related articles","21","Get a free quote","16","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/resource-centres/insurance-basics/going-away-for-the-holidays","","","","","","58871","601","76","7.908","80.566","Easy","6.878","2","","1","1","0","0.380","38","32","0","5","5","0","","","","","6f733b3af76c83b2373cd4cf464e01ab","0.883","","","","","1.1","https://www.squareone.ca/resource-centres/insurance-basics/going-away-for-the-holidays","2023-05-24 14:53:06"
"https://www.squareone.ca/home/renovation","text/html; charset=UTF-8","200","OK","Indexable","","Home Renovation Insurance | Square One","38","370","For as little as $75/month, you can get home renovation insurance from Square One. Get a free online quote now or call 1.855.331.6933.","134","841","","0","Get a home renovation insurance quote in 5 minutes.","51","","0","Home renovation insurance that customers love and trust","55","Six reasons why you'll love Square One","38","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/home/renovation","","","","","","96233","2448","380","6.442","70.459","Fairly Easy","16.059","2","","9","8","0","3.050","42","37","0","4","4","0","","","","","50a67cbc4a54d2cef4428e459077fc3e","2.323","","","","","1.1","https://www.squareone.ca/home/renovation","2023-05-24 14:53:06"
"https://www.squareone.ca/resource-centres/insurance-basics/flood-insurance","text/html; charset=UTF-8","200","OK","Indexable","","Insuring Against Floods | Square One","36","327","Learn about flood insurance coverage options in Canada. We also explain when flood damage is typically covered and when it is excluded.","135","848","","0","Flood insurance in Canada","25","","0","Is flood insurance even necessary in Canada?","44","Inland flood coverage","21","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/resource-centres/insurance-basics/flood-insurance","","","","","","64678","940","131","7.176","51.142","Fairly Hard","10.472","2","","16","13","0","4.960","45","36","0","7","7","0","","","","","ba53166828a69c13b8f01951a89c866f","1.617","","","","","1.1","https://www.squareone.ca/resource-centres/insurance-basics/flood-insurance","2023-05-24 14:53:07"
"https://www.squareone.ca/resource-centres/condo-owner/condo-owners-protection","text/html; charset=UTF-8","200","OK","Indexable","","Condo Owners Protection | Learn how you're protected | Square One","65","603","As a condo owner, it is important to protect your investment. Personal belongings, premises liability, and unit improvements all need to be insured against unexpected harm. Learn about all the benefits and how you are protected with Square One's comprehensive condo owner policies.","281","1747","","0","Condo Owners Protection from Square One","39","","0","The problem with traditional insurance providers","48","An easier option with Square One","32","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/resource-centres/condo-owner/condo-owners-protection","","","","","","76761","1482","201","7.373","62.062","Normal","12.772","2","","27","18","0","6.870","49","38","0","4","4","0","","","","","dc434f6993252e62b0404a8de7d8db47","1.405","","","","","1.1","https://www.squareone.ca/resource-centres/condo-owner/condo-owners-protection","2023-05-24 14:53:07"
"https://www.squareone.ca/sales/images/icons/icon-trophy.svg","image/svg+xml","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","1913","0","","","","","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.088","Wed, 19 Apr 2023 02:39:40 GMT","","","","1.1","https://www.squareone.ca/sales/images/icons/icon-trophy.svg","2023-05-24 14:53:08"
"https://www.squareone.ca/resource-centres/insurance-basics/worldwide-home-insurance-protection","text/html; charset=UTF-8","200","OK","Indexable","","Worldwide Home Insurance Protection | Learn What's Covered | Square One","71","672","Home insurance provides worldwide protection for your personal property. And, it protects you if you accidentally hurt someone or damage their property. Also learn how your property is protected while in a storage locker.","221","1359","","0","Worldwide protection: Is your personal property covered while it’s off-premises?","80","","0","How does my home insurance protect me when I go on vacation?","60","Does my home insurance cover my children while they’re away at school?","70","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/resource-centres/insurance-basics/worldwide-home-insurance-protection","","","","","","87512","2072","285","7.270","67.983","Normal","14.966","2","","10","8","0","3.050","50","37","0","4","4","0","","","","","8941af70e91fec0277b2ff3f108fc257","1.221","","","","","1.1","https://www.squareone.ca/resource-centres/insurance-basics/worldwide-home-insurance-protection","2023-05-24 14:53:07"
"https://www.squareone.ca/resource-centres/home-personal-safety/preparing-for-earthquakes","text/html; charset=UTF-8","200","OK","Indexable","","Preparing For Earthquakes | Evacuation, Kits, Insurance and More | Square One","77","698","It’s important you are prepared for when an earthquake hits. Learn how to create a home and mobile emergency preparedness kit, evacuation routes and plans for your family and home insurance considerations so you have the proper coverage.","237","1504","","0","Preparing for earthquakes","25","","0","Create a home earthquake kit","28","Create a mobile earthquake kit","30","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/resource-centres/home-personal-safety/preparing-for-earthquakes","","","","","","70641","1346","189","7.122","70.947","Fairly Easy","12.192","2","","12","8","0","3.050","49","39","0","5","5","0","","","","","7feb0bc18692878b43b0c62749984bea","1.461","","","","","1.1","https://www.squareone.ca/resource-centres/home-personal-safety/preparing-for-earthquakes","2023-05-24 14:53:08"
"https://www.squareone.ca/sales/account_claims_information","text/html; charset=utf-8","200","OK","Indexable","","Square One Insurance Services","29","277","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","8600","0","","","","","0.000","2","","1","1","0","0.380","0","0","0","0","0","0","","","","","2ef6fe708e3313b9ade26c535465646","0.061","","","","","1.1","https://www.squareone.ca/sales/account_claims_information","2023-05-24 14:53:09"
"https://www.squareone.ca/resource-centres/home-improvement/maintaining-appliances-101","text/html; charset=UTF-8","200","OK","Indexable","","Maintain Your Home Appliances | Dryers, Fridges and Ovens | Square One","70","651","You may not realize how much you depend on your major appliances until they break down at a crucial moment. Learn how to maintain your main home appliances.","156","1009","","0","Maintaining your home appliances 101","36","","0","Read your appliance manual","26","Fridge maintenance","18","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/resource-centres/home-improvement/maintaining-appliances-101","","","","","","71892","1277","190","6.721","76.989","Fairly Easy","11.467","2","","10","5","0","1.910","47","36","0","5","5","0","","","","","ddb98b81b0237efd8951af89343ce1fb","1.116","","","","","1.1","https://www.squareone.ca/resource-centres/home-improvement/maintaining-appliances-101","2023-05-24 14:53:08"
"https://www.squareone.ca/resource-centres/home-personal-safety/keep-your-house-cool","text/html; charset=UTF-8","200","OK","Indexable","","10 Cheap Tips For Staying Cool In The Summer | Square One","57","538","If you’d prefer to save money & conserve the resources needed to produce electricity, learn how to keep your home cool without draining your bank account.","154","958","","0","10 cheap tips to stay cool in the summer","40","","0","Read related articles","21","Get a free quote","16","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/resource-centres/home-personal-safety/keep-your-house-cool","","","","","","67410","1155","163","7.086","73.292","Fairly Easy","11.158","2","","21","21","0","8.020","43","36","0","8","8","0","","","","","686841a7d3f616f23e8af68cdfe6ca9a","1.121","","","","","1.1","https://www.squareone.ca/resource-centres/home-personal-safety/keep-your-house-cool","2023-05-24 14:53:08"
"https://www.squareone.ca/resource-centres/insurance-basics/insuring-wine-collections","text/html; charset=UTF-8","200","OK","Indexable","","Insuring Wine Collections | Coverage, Deductibles and More | Square One","71","647","Have a wine collection and want to know how you can protect your investment with insurance? Learn what kind of coverage is available, potential deductibles and other considerations to think about when insuring a wine collection.","228","1418","","0","Insuring wine collections","25","","0","Wine insurance basics","21","Deductibles","11","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/resource-centres/insurance-basics/insuring-wine-collections","","","","","","71684","1324","176","7.523","62.779","Normal","12.145","2","","16","11","0","4.200","51","39","0","4","4","0","","","","","d38705dab2e1b24769b4fa92c8d4cb89","1.133","","","","","1.1","https://www.squareone.ca/resource-centres/insurance-basics/insuring-wine-collections","2023-05-24 14:53:08"
"https://www.squareone.ca/resource-centres/home-personal-safety/power-outages","text/html; charset=UTF-8","200","OK","Indexable","","Power Outages | Causes, Preparation, and What to Do | Square One","64","597","Learn about power failures and their causes. Find out how to prepare for an outage, plus what to do during and after an outage.","127","789","","0","Power outages: Causes, preparation, and what to do during and after","67","","0","What are the causes of power outages?","37","Preparing for a power outage","28","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/resource-centres/home-personal-safety/power-outages","","","","","","76485","1329","175","7.594","73.786","Fairly Easy","10.827","2","","9","4","0","1.530","49","37","0","7","7","0","","","","","326466d620daab9fcc9fba2471c6eacb","1.132","","","","","1.1","https://www.squareone.ca/resource-centres/home-personal-safety/power-outages","2023-05-24 14:53:09"
"https://www.squareone.ca/resource-centres/home-improvement/are-smart-home-appliances-worth-it","text/html; charset=UTF-8","200","OK","Indexable","","Are Smart Home Appliances Worth It? | Pros and Cons | Square One","64","601","Smart homes – where your appliances talk to an automated assistant, you or each other – aren’t as prevalent as experts expected. Are the benefits there yet?","156","969","","0","Are smart home appliances worth it?","35","","0","Smart washers and dryers","24","Smart refrigerators and freezers","32","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/resource-centres/home-improvement/are-smart-home-appliances-worth-it","","","","","","71300","1154","143","8.070","74.970","Fairly Easy","10.417","2","","24","21","0","8.020","45","36","0","4","4","0","","","","","4446ab3e8a414fc29e1ea64a008f56e4","1.097","","","","","1.1","https://www.squareone.ca/resource-centres/home-improvement/are-smart-home-appliances-worth-it","2023-05-24 14:53:09"
"https://www.squareone.ca/resource-centres/landlord/finding-tenants","text/html; charset=UTF-8","200","OK","Indexable","","How to Select a Tenant For Your Rental Property | Square One","60","550","Learn how to effectively advertise your rental property, prepare the proper forms and review applications so you can quickly find the right type of tenant.","155","936","","0","Choosing and selecting a tenant for your rental property","56","","0","Finding a tenant with an advertisement","38","Place your advertisement","24","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/resource-centres/landlord/finding-tenants","","","","","","94285","2824","400","7.060","74.327","Fairly Easy","18.375","2","","16","11","0","4.200","51","40","0","21","21","0","","","","","f839fad8ee07853e1f3f43dd635d6956","1.364","","","","","1.1","https://www.squareone.ca/resource-centres/landlord/finding-tenants","2023-05-24 14:53:09"
"https://www.squareone.ca/resource-centres/insurance-basics/policy-deductible-changes","text/html; charset=UTF-8","200","OK","Indexable","","Understanding changes to policy deductibles | Square One","56","516","Square One explains how and why home insurance policy deductibles are changing. Read this article to learn more about sewer backup, wind and hail, and glass deductible changes.","176","1112","","0","Understanding changes to policy deductibles","43","","0","Why deductibles change","22","Hail deductibles","16","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/resource-centres/insurance-basics/policy-deductible-changes","","","","","","67581","995","131","7.595","60.365","Normal","10.225","2","","12","9","0","3.440","49","39","0","4","4","0","","","","","2cfb5d42766320d5c82418437083bc35","0.932","","","","","1.1","https://www.squareone.ca/resource-centres/insurance-basics/policy-deductible-changes","2023-05-24 14:53:10"
"https://www.squareone.ca/resource-centres/home-improvement/your-homes-permit-history-and-renovations","text/html; charset=UTF-8","200","OK","Indexable","","Your Home’s Permit History and Renovations | Square One","55","520","Before you have plans drawn up, hire a contractor and dive into the project, you may want to do a bit of homework. Research your building permit history. It could save you a lot of money and time.","196","1203","","0","Your home’s permit history and renovations","42","","0","Home improvement permits – study your history","45","When do I need a building permit – protect yourself","51","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/resource-centres/home-improvement/your-homes-permit-history-and-renovations","","","","","","68763","981","131","7.489","72.205","Fairly Easy","9.509","2","","7","4","0","1.530","50","40","0","5","5","0","","","","","507d67ef08757e25a72b62a35c81388","1.226","","","","","1.1","https://www.squareone.ca/resource-centres/home-improvement/your-homes-permit-history-and-renovations","2023-05-24 14:53:10"
"https://www.squareone.ca/home/hail","text/html; charset=UTF-8","200","OK","Indexable","","Hail Damage Insurance | Square One","34","326","You can get home insurance from Square One that covers hail damage, and starts from $12/month. Get an online quote now or call 1.855.331.6933.","142","916","","0","Hail damage insurance","21","","0","","0","","0","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/home/hail","","","","","","77940","1361","219","6.215","79.563","Fairly Easy","10.846","2","","22","22","0","8.400","36","31","0","4","4","0","","","","","e075ddbac3c40a77a7ebea36ef2af62b","1.386","","","","","1.1","https://www.squareone.ca/home/hail","2023-05-24 14:53:10"
"https://www.squareone.ca/sales/ionic/js/chunk-vendors.9156a859.js","application/javascript","200","OK","Indexable","","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","","","","","0.000","2","","0","0","0","0.000","0","0","0","0","0","0","","","","","","0.031","Wed, 19 Apr 2023 02:39:49 GMT","","","","1.1","https://www.squareone.ca/sales/ionic/js/chunk-vendors.9156a859.js","2023-05-24 14:53:11"
"https://www.squareone.ca/reviews/?state=&city=&wpcrp=4&filter=all","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","0","0","","0","0","","0","","0","","0","","0","","0","","","","","","","","","","0","0","","","","","0.000","2","","1","1","0","0.380","0","0","0","0","0","0","","","","","","0.378","","https://www.squareone.ca/reviews?state=&city=&wpcrp=4&filter=all","HTTP Redirect","","1.1","https://www.squareone.ca/reviews/?state=&city=&wpcrp=4&filter=all","2023-05-24 14:53:11"
"https://www.squareone.ca/resource-centres/home-personal-safety/home-flooding-guide","text/html; charset=UTF-8","200","OK","Indexable","","Home Flooding: Plan, Prevent and Recovering From Floods | Square One","68","641","Flooding can be devistating. Learn what you need to do to plan for a flood, how to prevent flooding damages and steps to recover your home and belongings after.","160","1002","","0","Home flooding: Preventing, planning, protection and recovering from a flood","75","","0","6 ways flooding damages your home","33","How to prevent flooding","23","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/resource-centres/home-personal-safety/home-flooding-guide","","","","","","142337","6228","816","7.632","74.171","Fairly Easy","25.893","2","","28","22","0","8.400","63","48","0","9","9","0","","","","","759f6f0ced65ba0c05e714f0d9f32e71","0.874","","","","","1.1","https://www.squareone.ca/resource-centres/home-personal-safety/home-flooding-guide","2023-05-24 14:53:11"
"https://www.squareone.ca/house","text/html; charset=UTF-8","200","OK","Indexable","","House Insurance For About $75/Month | Square One","48","463","For about $75/month, you can get personalized house insurance from Square One.Get an online quote in 5 minutes or call 1.855.331.6933 to speak with a licensed agent.","165","1046","","0","Get a house insurance quote in less than 5 minutes","50","","0","House insurance that customers love and trust","45","Six reasons why you'll love Square One","38","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/house","","","","","","98679","2810","433","6.490","66.965","Normal","18.189","2","","13","12","0","4.580","42","37","0","4","4","0","","","","","ee9fa5b10cb56e5a0117af372574abcd","2.084","","","","","1.1","https://www.squareone.ca/house","2023-05-24 14:53:10"
"https://www.squareone.ca/about-us/experts/stefan-tirschler","text/html; charset=UTF-8","200","OK","Indexable","","Stefan Tirschler | Square One","29","261","Holding one of the most sought-after designations in the industry, Stefan is a Fellow Chartered Insurance Professional who strives to inform consumers and professionals alike on the topic of home insurance.","206","1277","","0","Stefan Tirschler","16","","0","Professional experience","23","Educational background","22","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/about-us/experts/stefan-tirschler","","","","","","91924","1522","219","6.950","56.595","Fairly Hard","11.359","2","","21","21","0","8.020","45","41","0","37","36","0","","","","","624a25de37632d3fa3dc41fb7ded2737","1.550","","","","","1.1","https://www.squareone.ca/about-us/experts/stefan-tirschler","2023-05-24 14:53:11"
"https://www.squareone.ca/resource-centres/home-personal-safety/wood-burning-stove-safety-tips-for-your-home","text/html; charset=UTF-8","200","OK","Indexable","","Wood Burning Stoves | Safety Tips, Wood, Cleaning and More | Square One","71","660","There are many safety precautions you need to take with a wood-burning stove. Learn safety tips, what kind of wood to use, how to clean a wood-burning stove and much more with this guide.","187","1181","","0","Wood burning stove safety tips for your home","44","","0","Wood stove popularity","21","The right wood for your wood burning stove","42","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/resource-centres/home-personal-safety/wood-burning-stove-safety-tips-for-your-home","","","","","","77495","1410","187","7.540","73.842","Fairly Easy","11.608","2","","12","5","0","1.910","55","40","0","6","6","0","","","","","8c4fb3877cd154cab05e0f96efaa0974","1.501","","","","","1.1","https://www.squareone.ca/resource-centres/home-personal-safety/wood-burning-stove-safety-tips-for-your-home","2023-05-24 14:53:11"
"https://www.squareone.ca/contents","text/html; charset=UTF-8","200","OK","Indexable","","Contents Insurance From $12/Month | Square One","46","447","For as little as $12/month, you can get personalized contents insurance from Square One. Get a free online quote now or call 1.855.331.6933.","140","873","","0","Get a contents insurance quote for as little as $12/month","57","","0","Contents insurance that customers love and trust","48","Six reasons why you'll love Square One","38","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/contents","","","","","","95469","2487","383","6.493","68.123","Normal","16.594","2","","13","12","0","4.580","42","37","0","4","4","0","","","","","d38b381d729affc9f757b0ff41d7a523","2.208","","","","","1.1","https://www.squareone.ca/contents","2023-05-24 14:53:11"
"https://www.squareone.ca/home/exchange","text/html; charset=UTF-8","200","OK","Indexable","","Home Exchange Insurance From $40/Month | Square One","51","511","For as little as $40/month, you can get home exchange insurance from Square One. Get an online quote in 5 minutes or call 1.855.331.6933 to speak with a licensed agent.","168","1052","","0","Home exchange insurance for about $40/month","43","","0","Get an online home insurance quote in 5 minutes.","48","home insurance customers love and trust","39","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/home/exchange","","","","","","88908","1694","267","6.345","81.136","Easy","11.681","2","","2","2","0","0.760","35","30","0","4","4","0","","","","","1027a7ca5daaad1c19fdb1a61885d492","1.291","","","","","1.1","https://www.squareone.ca/home/exchange","2023-05-24 14:53:12"
"https://www.squareone.ca/careers/business-systems-analyst","text/html; charset=UTF-8","200","OK","Indexable","","Business Systems Analyst | Square One","37","352","Business Systems Analyst","24","162","","0","Business Systems Analyst","24","","0","Your role","9","Your compensation + benefits","28","index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1","","","https://www.squareone.ca/careers/business-systems-analyst","","","","","","56993","808","110","7.345","55.203","Fairly Hard","10.188","2","","1","1","0","0.380","28","24","0","4","4","0","","","","","b1787c106d72b9ab8c9754190638142c","1.352","","","","","1.1","https://www.squareone.ca/careers/business-systems-analyst","2023-05-24 14:53:12"
